gene	MvsTFC	MvsLFC	MvsSFC	TvsLFC	TvsSFC	LvsSFC						
SCO1813	0,55	0,66	0,41	1,20	0,74	0,62						
SCO1814	0,89	1,27	0,23	1,42	0,26	0,18						
SCO1815	0,87	1,24	0,23	1,43	0,27	0,19						
SCO1820	0,85	0,55	0,48	0,64	0,57	0,88						
SCO1821	2,26	1,16	1,90	0,51	0,84	1,64						
SCO1822	3,21	3,62	3,61	1,13	1,12	1,00						
SCO1823	2,91	3,43	3,23	1,18	1,11	0,94						
SCO1824	2,41	1,20	1,19	0,50	0,49	0,99						
SCO1825	1,98	1,05	0,98	0,53	0,49	0,93						
SCO1826	1,02	0,47	0,34	0,46	0,33	0,72						
SCO1828	0,59	0,52	0,45	0,88	0,76	0,86						
SCO1829	1,13	0,54	0,35	0,47	0,31	0,66						
SCO1830	0,97	0,58	0,23	0,60	0,24	0,40						
SCO1831	1,26	0,84	0,32	0,67	0,25	0,38						
SCO1833	1,73	2,41	4,39	1,39	2,54	1,82						
SCO1834	1,96	3,73	6,24	1,90	3,18	1,67						
SCO1835	1,94	3,64	5,87	1,88	3,02	1,61						
SCO1836	2,40	4,76	8,43	1,98	3,50	1,77						
SCO1838	2,45	8,15	15,52	3,32	6,33	1,91						
SCO1839	3,18	13,04	47,82	4,11	15,06	3,67						
SCO1840	0,53	0,41	0,38	0,77	0,71	0,92						
SCO1841	1,73	1,35	11,29	0,78	6,51	8,39						
SCO1842	1,32	0,53	0,60	0,41	0,45	1,11						
SCO1845	7,79	0,17	0,05	0,02	0,01	0,28						
SCO1846	7,23	0,13	0,06	0,02	0,01	0,45						
SCO1847	0,44	0,30	0,05	0,68	0,11	0,16						
SCO1848	0,37	0,34	0,05	0,93	0,14	0,15						
SCO1849	0,43	0,39	0,07	0,92	0,16	0,18						
SCO1850	0,49	0,39	0,06	0,79	0,13	0,16						
SCO1851	0,54	0,45	0,08	0,83	0,15	0,18						
SCO1852	0,49	0,32	0,04	0,64	0,09	0,14						
SCO1853	0,56	0,36	0,06	0,64	0,10	0,16						
SCO1854	0,67	0,37	0,23	0,55	0,34	0,62						
SCO1855	0,67	0,42	0,08	0,63	0,11	0,18						
SCO1856	0,64	0,35	0,05	0,55	0,07	0,13						
SCO1857	0,68	0,37	0,05	0,54	0,07	0,13						
SCO1858	0,80	0,42	0,06	0,53	0,08	0,15						
SCO1859	0,71	0,55	0,16	0,78	0,22	0,29						
SCO1860	4,43	393,86	392,55	88,82	88,52	1,00						
SCO1861	2,11	1,23	0,77	0,58	0,37	0,62						
SCO1862	3,23	1,42	1,61	0,44	0,50	1,13						
SCO1864	0,68	0,29	0,55	0,43	0,81	1,90						
SCO1865	0,64	0,36	0,68	0,56	1,07	1,91						
SCO1866	0,80	0,28	0,30	0,35	0,38	1,07						
SCO1867	0,84	0,30	0,29	0,36	0,34	0,94						
SCO1869	0,71	0,53	0,35	0,76	0,50	0,66						
SCO1870	1,03	0,71	0,22	0,69	0,21	0,30						
SCO1871	1,59	1,34	0,59	0,84	0,37	0,44						
SCO1874	0,93	0,62	0,44	0,66	0,47	0,71						
SCO1876	0,67	0,39	0,28	0,58	0,41	0,70						
SCO1877	0,55	0,18	0,18	0,33	0,33	1,02						
SCO1893	1,38	2,27	2,47	1,65	1,79	1,09						
SCO1894	0,89	1,27	0,41	1,43	0,47	0,33						
SCO1897	4,32	10,81	2,41	2,50	0,56	0,22						
SCO1898	3,19	16,21	2,22	5,09	0,70	0,14						
SCO1899	9,13	50,39	5,87	5,52	0,64	0,12						
SCO1900	3,48	13,97	1,54	4,01	0,44	0,11						
SCO1901	2,40	9,99	1,12	4,16	0,47	0,11						
SCO1902	1,52	4,67	1,08	3,07	0,71	0,23						
SCO1903	0,88	2,77	2,09	3,14	2,38	0,76						
SCO1904	0,79	0,54	0,48	0,69	0,61	0,89						
SCO1905	1,08	3,10	8,86	2,86	8,18	2,86						
SCO1906	5,12	9,96	30,45	1,94	5,94	3,06						
SCO1908	3,69	5,53	6,63	1,50	1,80	1,20						
SCO1909	1,56	2,14	2,14	1,37	1,37	1,00						
SCO1910	0,77	2,26	2,23	2,93	2,88	0,99						
SCO1911	0,76	1,91	1,45	2,51	1,91	0,76						
SCO1912	0,94	0,84	0,49	0,89	0,53	0,59						
SCO1913	0,75	5,46	2,51	7,29	3,35	0,46						
SCO1917	1,20	2,33	3,71	1,94	3,09	1,59						
SCO1918	0,75	1,01	1,72	1,35	2,29	1,70						
